Plate_Name,Day,Total_Dead
22-10-19 C(35),1,0
22-10-19 C(35),2,0
22-10-19 C(35),3,0
22-10-19 C(35),4,0
22-10-19 C(35),5,1
22-10-19 C(35),6,5
22-10-19 C(35),7,7
22-10-19 C(35),8,7
22-10-19 C(35),9,7
22-10-19 C(35),10,7
22-10-19 C(35),11,8
22-10-19 C(35),12,9
22-10-19 C(35),13,9
22-10-19 C(35),14,10
22-10-19 C(35),15,11
22-10-19 C(35),16,11
