Plate_Name,Day,Total_Dead
27-06-19 A1,1,0
27-06-19 A1,2,0
27-06-19 A1,3,0
27-06-19 A1,4,0
27-06-19 A1,12,10
27-06-19 A1,13,10
27-06-19 A1,14,10
27-06-19 A1,15,10
27-06-19 A1,16,10
27-06-19 A1,17,10
27-06-19 A1,18,10
27-06-19 A1,19,10
27-06-19 A1,20,10
27-06-19 A1,21,11
27-06-19 A1,22,11
27-06-19 A1,5,0
27-06-19 A1,6,0
27-06-19 A1,7,0
27-06-19 A1,8,0
27-06-19 A1,9,0
27-06-19 A1,10,0
27-06-19 A1,11,0
